PreyGene;WT_NC;WT_S;WT_FCS;G12_NC ;G12_S;G12_FCS;G13_NC;G13_S;G13_FCS;Q61_NC;Q61_S;Q61_FCS
EHD4;1;0;1;0;0;1;0;0;1;1;1;1
VPS16;0;0;0;0;0;0;0;0;0;0;0;0
GAN;0;0;0;0;0;0;0;0;0;0;0;0
TRIOBP;1;1;1;1;1;1;1;1;1;1;1;1
SLK;0;0;0;0;0;0;0;0;0;0;0;0
RAB3GAP2;0;0;0;0;0;0;0;0;0;0;0;0
ADNP;0;0;0;0;0;0;0;0;0;0;0;0
DHX36;0;0;0;0;0;0;0;0;0;0;0;0
GGNBP2;0;0;0;0;0;0;0;0;0;0;0;0
BOLA2;0;1;0;0;0;0;0;0;0;0;1;0
TMX1;0;0;0;0;0;0;0;0;0;0;0;0
ACBD3;0;0;0;0;0;0;0;0;0;0;0;0
CDC42EP4;0;0;0;0;0;0;0;0;0;0;0;0
PTPN23;0;0;0;0;0;0;0;0;0;0;0;0
UNC45A;0;0;0;0;0;0;0;0;0;0;0;0
C1orf198;0;0;0;0;0;0;0;0;0;0;0;0
EPB41L1;0;0;0;0;0;0;0;0;0;0;0;0
RNF41;0;0;0;0;0;0;0;0;0;0;0;0
YTHDC2;0;1;1;0;0;1;0;0;0;1;1;1
RPAP3;0;0;0;0;0;0;0;0;0;0;0;0
BCAS3;0;0;0;0;0;0;0;0;0;0;0;0
ANTXR1;0;0;0;0;0;0;0;0;0;0;0;0
DCTPP1;1;1;1;1;1;1;0;1;1;1;1;1
SH2D4A;0;0;0;0;0;0;0;0;0;0;0;0
PEAK1;0;0;0;0;0;0;0;0;0;0;0;0
WDR26;0;0;0;0;0;0;0;0;0;0;0;0
C8orf33;0;0;0;0;0;0;0;0;0;0;0;0
PLEKHG2;0;0;0;0;0;0;0;0;0;0;0;0
ZNF703;0;0;0;0;0;0;0;0;0;0;0;0
QTRTD1;0;0;0;0;0;0;0;0;0;0;0;0
CNOT10;0;0;0;0;0;0;0;0;0;0;0;0
LRRC40;0;0;0;0;0;0;0;0;0;0;0;0
SFXN1;0;0;0;0;0;0;0;0;0;0;0;0
ELP3;0;0;0;0;0;0;0;0;0;0;0;0
WDR41;0;0;0;0;0;0;0;0;0;0;0;0
PLEKHA5;1;0;1;0;0;0;0;0;0;1;0;1
UPF2;0;0;0;0;0;0;0;0;0;0;0;0
XPO5;0;0;0;0;0;0;0;0;0;0;0;0
C12orf10;0;0;0;0;0;0;0;0;0;0;0;0
PLEKHA1;0;0;0;0;0;0;0;0;0;0;0;0
CACYBP;1;0;1;1;1;0;1;1;0;1;1;0
MCCC2;0;0;0;0;0;0;0;0;0;0;0;0
TANC2;0;0;0;0;0;0;0;0;0;0;0;0
EPB41L5;0;0;0;0;0;0;0;0;0;0;0;0
PREB;0;0;0;0;0;0;0;0;0;0;0;0
ATP13A1;0;0;0;0;0;0;0;0;0;0;0;0
JPH1;0;0;0;0;0;0;0;0;0;0;0;0
WDR6;1;1;1;1;1;1;1;1;1;1;1;1
ARFGAP3;0;0;0;0;0;0;0;0;0;0;0;0
RAB18;0;0;0;0;0;0;0;0;0;0;0;0
ISYNA1;1;1;1;1;1;1;1;1;1;1;1;1
RIC8A;0;0;0;0;0;0;0;0;0;0;0;0
LUC7L;0;0;0;0;0;0;0;0;0;0;0;0
PLCB1;0;0;0;0;0;0;0;0;0;0;0;0
RTN4;0;0;0;0;0;0;0;0;0;0;0;0
KIF13B;0;0;0;0;0;0;0;0;0;0;0;0
ANLN;0;0;0;0;0;0;0;0;0;0;0;0
GPHN;1;1;0;0;1;0;1;1;1;1;1;1
BIRC6;0;0;0;0;0;0;0;0;0;0;0;0
PDLIM7;0;0;0;0;0;0;0;0;0;0;0;0
DDX21;0;0;0;0;0;0;0;0;0;0;0;0
EIF2B3;0;0;0;0;0;0;0;0;1;0;0;0
SH2B1;0;0;0;0;0;0;0;0;0;0;0;0
AAAS;0;0;0;0;0;0;0;0;0;0;0;0
BAZ1A;0;0;0;0;0;0;0;0;0;0;0;0
PNO1;0;0;0;0;0;0;0;0;0;0;0;0
ARHGAP35;0;0;0;0;0;0;0;0;0;0;0;0
PLSCR3;0;0;0;0;0;0;0;0;0;0;0;0
TOMM22;0;0;0;0;0;0;0;0;0;0;0;0
FARSB;0;0;0;0;0;0;0;0;0;0;0;0
FAM207A;0;0;0;0;0;0;0;0;0;0;0;0
KLC4;0;0;0;0;0;0;0;0;0;0;0;0
DIAPH3;0;0;0;0;0;0;0;0;0;0;0;0
ATG3;0;0;0;0;0;0;0;0;0;0;0;0
SMC4;0;0;0;0;0;0;0;0;0;0;0;0
MDN1;0;0;0;0;0;0;0;0;0;0;0;0
DDX28;0;0;0;0;0;0;0;0;0;0;0;0
LIN7C;1;1;1;0;1;0;0;0;1;1;1;1
TXLNG;1;1;1;1;1;1;1;1;1;1;1;1
ABCF3;0;0;0;0;0;0;0;0;0;0;0;0
EXOC1;0;0;0;0;0;0;0;0;0;0;0;0
TMEM30A;0;0;0;0;0;0;0;0;0;0;0;0
PANK4;0;0;0;0;0;0;0;0;0;0;0;0
INTS7;0;0;0;0;0;0;0;0;0;0;0;0
FANCI;0;0;0;0;0;0;0;0;0;0;0;0
ATAD3A;0;0;0;0;0;0;0;0;0;0;0;0
GNL3L;0;0;0;0;0;0;0;0;0;0;0;0
RBM22;0;0;0;0;0;0;0;0;0;0;0;0
ARGLU1;0;0;0;0;0;0;0;0;0;0;0;0
MRPL16;0;0;0;0;0;0;0;0;0;0;0;0
LYAR;0;0;0;0;0;0;0;0;0;0;0;0
TEX10;0;0;0;0;0;0;0;0;0;0;0;0
NDE1;0;0;0;0;0;0;0;0;0;0;0;0
KCTD5;0;0;0;0;0;0;0;0;0;0;0;0
DDX56;0;0;0;0;0;0;0;0;0;0;0;0
TAB2;0;0;0;0;0;0;0;0;0;0;0;0
TMOD3;0;0;0;0;0;0;0;0;0;0;0;0
MIS18A;0;0;0;0;0;0;0;0;0;0;0;0
FASTKD2;0;0;0;0;0;0;0;0;0;0;0;0
GTSE1;0;0;0;0;0;0;0;0;0;0;0;0
TECR;0;0;0;0;0;0;0;0;0;0;0;0
UBAP1;0;0;0;0;0;0;0;0;0;0;0;0
FMN2;0;0;0;0;0;0;0;0;0;0;0;0
FAM120A;0;0;0;0;0;0;0;0;0;0;0;0
IGF2BP1;0;0;0;0;0;0;0;0;0;0;0;0
CALML5;0;0;0;0;0;0;0;0;0;0;0;0
CHMP5;0;0;0;0;0;0;0;0;0;0;0;0
HACD3;0;0;0;0;0;0;0;0;0;0;0;0
NDUFA13;0;0;0;0;0;0;0;0;0;0;0;0
RAI14;1;1;1;1;1;1;1;1;1;1;1;1
VAPA;0;0;0;0;0;0;0;0;0;0;0;0
SH3BP4;0;0;0;0;0;0;0;0;0;0;0;0
CAMSAP3;0;0;0;0;0;0;0;0;0;0;0;0
KIAA1522;1;1;1;0;1;1;1;1;0;1;1;1
LRFN1;0;0;0;0;0;0;0;0;0;0;0;0
VPS18;0;0;0;0;0;0;0;0;0;0;0;0
RCC2;0;0;0;1;0;0;0;0;0;0;0;0
DIP2B;0;0;0;0;0;0;0;0;0;0;0;0
TENM3;1;1;1;0;1;0;0;0;1;0;1;0
BCCIP;0;0;0;0;0;0;0;0;0;0;0;0
CTTNBP2NL;0;0;0;0;0;0;0;0;0;0;0;0
LARS;0;0;1;0;0;1;0;0;1;0;0;1
RBM27;0;0;0;0;0;0;0;0;0;0;0;0
ANKFY1;0;0;0;0;0;0;0;0;0;0;0;0
SUCLA2;0;0;0;0;0;0;0;0;0;0;0;0
ATXN10;0;0;0;0;0;0;0;0;0;0;0;0
NCDN;0;0;0;0;0;0;0;0;0;0;0;0
EPS15L1;0;0;0;0;0;0;0;0;0;0;0;0
SAE1;0;0;0;0;0;0;0;0;0;0;0;0
COPG2;0;0;0;0;0;0;0;0;0;0;0;0
GNG12;0;0;0;0;0;0;0;0;0;0;0;0
UBA2;0;0;0;0;0;0;0;0;0;0;0;0
CTNNAL1;0;0;0;0;0;0;0;0;0;0;0;0
PEF1;0;0;0;0;0;0;0;0;0;0;0;0
TJP2;1;1;1;1;1;1;1;1;1;1;1;1
MALT1;0;0;0;0;0;0;0;0;0;0;0;0
FTSJ1;0;0;0;0;0;0;0;0;0;0;0;0
ADD3;0;0;0;0;0;0;0;0;0;0;0;0
LRWD1;0;0;0;0;0;0;0;0;0;0;0;0
ABCF2;0;0;0;0;0;0;0;0;0;0;0;0
TES;0;0;0;0;0;0;0;0;0;0;0;0
TUBGCP4;0;0;0;0;0;0;0;0;0;0;0;0
LIMD1;0;0;0;0;0;0;0;0;0;0;0;0
LIMA1;1;1;0;0;0;0;0;1;0;0;1;0
SRP68;0;0;0;1;0;1;0;0;1;0;0;0
CHORDC1;0;0;0;0;0;0;0;0;0;0;0;0
TBK1;0;0;0;0;0;0;0;0;0;0;0;0
SEPT9;0;1;1;0;0;0;0;0;0;0;0;0
DDX20;0;0;0;0;0;0;0;0;0;0;0;0
TMEM2;1;1;1;0;1;1;0;1;1;0;1;1
BAIAP2L1;1;1;1;1;1;1;1;1;1;1;1;1
PFDN2;0;0;0;0;0;0;0;0;0;0;0;0
ATP6V1H;0;0;0;0;0;0;0;0;0;0;0;0
XPO7;0;0;0;0;0;0;0;0;0;0;0;0
PLXNA1;0;0;0;0;0;0;0;0;0;0;0;0
HOOK1;0;0;0;0;0;0;0;0;0;0;0;0
RASAL2;0;0;0;0;0;0;0;0;0;0;0;0
SLC25A13;0;0;0;0;0;0;0;0;0;0;0;0
DBNL;1;1;1;1;1;1;1;1;1;1;1;1
CDC23;0;0;0;0;0;0;0;0;0;0;0;0
ANAPC7;0;0;0;0;0;0;0;0;0;0;0;0
STOML2;0;0;0;0;0;0;0;0;0;0;0;0
VPS28;0;0;0;0;0;0;0;0;0;0;0;0
TNIK;0;1;1;0;1;0;0;1;0;0;1;0
CPSF3;0;0;0;0;0;0;0;0;0;0;0;0
PARP4;0;0;0;0;0;0;0;0;0;0;0;0
FBXO5;0;0;0;0;0;0;0;0;0;0;0;0
CDV3;0;0;0;0;0;0;0;0;0;0;0;0
BAG5;0;0;0;0;0;0;0;0;0;0;0;0
RAB21;0;0;0;0;0;0;0;0;0;0;0;0
TAOK2;1;1;1;0;0;0;0;0;0;0;1;0
CDH7;0;0;0;0;0;0;0;0;0;0;0;0
SLC39A10;0;1;0;0;1;0;0;1;1;0;1;0
KIDINS220;1;1;0;0;1;0;1;1;1;1;1;0
VANGL2;0;0;0;0;0;0;0;0;0;0;0;0
MYO5B;0;0;0;0;0;0;0;0;0;0;0;0
CORO1C;1;1;1;1;1;1;1;1;1;1;1;1
TPX2;1;1;1;1;1;1;1;1;1;1;1;1
NOB1;0;0;0;0;0;0;0;0;0;0;1;1
PRPF19;0;0;0;0;0;0;0;0;0;0;0;0
NENF;0;0;0;0;0;0;0;0;0;0;0;0
VPS4A;0;0;0;0;0;0;0;0;0;0;0;0
G3BP2;0;0;0;0;0;0;0;0;0;0;0;0
STUB1;0;0;0;0;0;0;0;0;0;0;0;0
PACSIN2;1;1;0;1;0;0;1;0;0;1;1;0
DIMT1;0;0;0;0;0;0;0;0;0;0;0;0
TTF2;0;0;0;0;0;0;0;0;0;0;0;0
NSFL1C;0;0;0;0;0;0;0;0;0;0;0;0
PPP6R1;0;0;0;0;0;0;0;0;0;0;0;0
PLCL2;0;0;0;0;0;0;0;0;0;0;0;0
SMG5;0;0;0;0;0;0;0;0;0;0;0;0
USP24;0;0;0;0;0;0;0;0;0;0;0;0
DICER1;0;0;0;0;0;0;0;0;0;0;0;0
WASF3;0;0;0;0;0;0;0;0;0;0;0;0
SHOC2;0;0;0;0;0;0;0;0;0;0;0;0
SRRM2;0;0;0;0;0;0;0;0;0;0;0;0
PA2G4;0;0;0;0;0;0;0;0;0;0;0;0
BAIAP2;1;1;1;1;1;1;1;1;1;1;1;1
SMC3;0;0;0;0;0;0;0;0;0;0;0;0
C14orf166;0;1;0;0;1;0;0;1;0;0;1;0
RUVBL2;0;0;0;0;0;0;0;0;0;0;0;0
AKT3;0;0;0;0;0;0;0;0;0;0;0;0
RUVBL1;0;0;0;0;0;0;0;0;0;0;0;0
NUDC;1;0;0;1;0;0;0;1;0;1;1;0
VDAC3;0;0;0;0;0;0;0;0;0;0;0;0
FARSA;0;0;0;0;0;0;0;0;0;0;0;0
SLC5A6;0;0;0;0;0;0;0;0;0;0;0;0
DRG1;0;0;0;0;0;0;0;0;0;0;0;0
NCKAP1;1;1;1;1;1;1;1;1;1;1;1;0
AKAP2;0;1;1;0;1;0;0;1;1;0;1;1
EFR3B;0;0;0;0;0;0;0;0;0;0;0;0
STK38L;0;0;0;0;0;0;0;0;0;0;0;0
NISCH;0;0;0;0;0;0;0;0;0;0;0;0
EPB41L3;1;1;1;1;1;1;1;1;1;1;1;1
DIS3;0;0;1;0;0;1;0;0;1;0;0;1
LRCH1;0;0;0;0;0;0;0;0;0;0;0;0
DDX52;0;0;0;0;0;0;0;0;0;0;0;0
AP3M1;0;0;0;0;0;0;0;0;0;0;0;0
LEMD3;0;0;0;0;0;0;0;0;0;0;0;0
CARHSP1;0;0;0;0;0;0;0;0;0;0;0;0
NOP58;0;0;0;0;0;0;0;0;0;0;0;0
GIT1;1;1;0;1;1;0;1;1;0;1;1;0
SUGT1;0;0;0;0;0;0;0;0;0;0;0;0
YARS2;0;0;0;0;0;0;0;0;0;0;0;0
ACOT9;0;0;0;0;0;0;0;0;0;0;0;0
SH3GLB1;1;1;0;0;1;0;0;1;0;0;1;0
LUC7L2;0;0;0;0;0;0;0;0;0;0;0;0
FAM96B;0;0;0;0;0;0;0;0;0;0;0;0
MRPS23;0;0;0;0;0;0;0;0;0;0;0;0
STRAP;0;0;0;0;0;0;0;0;0;0;0;0
RTCB;1;1;1;0;1;1;1;1;1;1;1;1
RAP2C;0;0;0;0;0;0;0;0;0;0;0;0
DOPEY2;0;0;0;0;0;0;0;0;0;0;0;0
NOC2L;0;0;0;0;0;0;0;0;0;0;0;0
RPL36;0;0;0;0;0;0;0;0;0;0;0;0
SAMHD1;0;0;0;0;0;0;0;0;0;0;0;0
KNSTRN;0;0;0;0;0;0;0;0;0;0;0;0
HBS1L;0;0;0;0;0;0;0;0;0;0;0;0
TLN1;1;1;1;1;1;1;1;1;1;1;1;1
DAAM1;0;0;0;0;0;0;0;0;0;0;0;0
USP15;0;0;0;0;0;0;0;0;0;0;0;0
FARP1;0;0;0;0;0;0;0;0;0;0;0;0
RAPGEF2;0;0;0;0;0;0;0;0;0;0;0;0
IRS2;0;0;0;0;0;0;0;0;0;0;0;0
DTNA;1;1;1;0;1;0;1;1;1;1;1;1
TELO2;0;0;0;0;0;0;0;0;0;0;0;0
LAS1L;0;0;0;0;0;0;0;0;0;0;0;0
AFG3L2;0;0;0;0;0;0;0;0;0;0;0;0
RNF114;0;0;0;0;0;0;0;0;0;0;0;0
PPME1;0;0;0;0;0;0;0;0;0;0;0;0
KCTD3;0;0;0;0;0;0;0;0;0;0;0;0
YTHDF2;0;0;0;0;0;0;0;0;0;0;0;0
CD2AP;1;1;1;1;1;1;1;1;1;1;1;1
TNPO3;0;0;0;0;0;0;0;0;0;0;0;0
SRPRB;0;0;0;0;0;0;0;0;0;0;0;0
GTF3C5;0;0;0;0;0;0;0;0;0;0;0;0
GTF3C3;0;0;0;0;0;0;0;0;0;0;0;0
CDC42BPB;1;1;1;0;1;1;0;1;1;1;1;1
SNX9;1;1;1;0;1;0;0;1;0;0;1;0
FLVCR1;0;0;0;0;0;0;0;0;0;0;0;0
NUBP2;0;0;0;0;0;0;0;0;0;0;0;0
FHOD1;0;0;0;0;0;0;0;0;0;0;0;0
F11R;0;1;0;0;0;0;0;0;0;0;1;0
COPG1;0;0;0;0;0;0;0;0;0;0;0;0
AUP1;0;0;0;0;0;0;0;0;0;0;0;0
TACC3;0;0;0;0;0;0;0;1;0;0;1;0
DYNC1LI1;0;0;0;0;0;0;0;0;0;0;0;0
EPN1;0;0;0;0;0;0;0;0;0;0;0;0
CSNK1G3;0;0;0;0;0;0;0;0;0;0;0;0
SLC30A1;0;0;0;0;0;0;0;0;0;0;0;0
SLC4A7;0;0;0;0;0;0;0;0;0;0;0;0
WASF2;1;1;1;1;1;1;1;1;1;1;1;1
SEC23IP;0;0;0;0;0;0;0;0;0;0;1;0
ROBO2;0;0;0;0;0;0;0;0;0;0;0;0
PSMC3;0;0;0;0;0;0;0;0;0;0;0;0
ACIN1;0;0;0;0;0;0;0;0;0;0;0;0
PSMA2;0;0;0;0;0;0;0;0;0;0;0;0
GRIPAP1;0;0;0;0;0;0;0;0;0;0;0;0
KIF3A;0;0;0;0;0;0;0;0;0;0;0;0
HYOU1;0;0;0;0;0;0;0;0;0;0;0;0
OGFR;0;0;0;0;0;0;0;0;0;0;0;0
FTO;0;0;0;0;0;0;0;0;0;0;0;0
DDT;0;0;0;0;0;0;0;0;0;0;0;0
RGPD3;0;0;0;0;0;0;0;0;0;0;0;0
KIAA0930;0;0;0;0;0;0;0;0;0;0;0;0
ARPC3;0;0;0;0;0;0;0;0;0;0;0;0
NDRG1;0;0;0;0;0;0;0;0;0;0;0;0
SACM1L;0;0;0;0;0;0;0;0;0;0;0;0
DPH1;0;0;0;0;0;0;0;0;0;0;0;0
RSL1D1;0;0;0;0;0;0;0;0;0;0;0;0
MRPL34;0;0;0;0;0;0;0;0;0;0;0;0
HAX1;0;0;0;0;0;0;0;0;0;0;0;0
NDC80;0;0;0;0;0;0;0;0;0;0;0;0
DCLK1;0;0;0;0;0;0;0;0;0;0;0;0
GGCT;0;0;0;0;0;0;0;0;0;0;0;0
GLS;0;0;0;0;0;0;0;0;0;0;0;0
ECD;0;0;0;0;0;0;0;0;0;0;0;0
PGK1;0;0;0;0;0;0;0;0;0;0;0;0
TUBB4A;0;0;0;0;0;0;0;0;0;0;0;0
PRKAR1A;0;0;0;0;0;0;0;0;0;0;0;0
COX6A1;0;0;0;0;0;0;0;0;0;0;0;0
PRKAR2A;0;0;0;0;0;0;0;0;0;0;0;0
IFNGR1;0;0;0;0;0;0;0;0;0;0;0;0
STMN1;0;0;0;0;0;0;0;0;0;0;0;0
SRM;0;0;0;0;0;0;0;0;0;0;0;0
NFKB1;0;0;0;0;0;0;0;0;0;0;0;0
EIF2S2;0;0;0;0;1;0;0;1;0;0;0;0
MPST;0;0;0;0;0;0;0;0;0;0;0;0
YY1;0;0;0;0;0;0;0;0;0;0;0;0
RPA1;0;0;0;0;0;0;0;0;0;0;0;0
PDIA3;0;0;0;0;0;0;0;0;0;0;0;0
UQCRC1;0;0;0;0;0;0;0;0;0;0;0;0
ARL2;0;0;0;0;0;0;0;0;0;0;0;0
NAA10;0;0;0;0;0;0;0;0;0;0;0;0
IDH2;0;0;0;0;0;0;0;0;0;0;0;0
VASP;0;0;0;0;0;0;0;0;0;0;0;0
METAP2;0;0;0;0;0;0;0;0;0;0;0;0
SUCLG1;0;0;0;0;0;0;0;0;0;0;0;0
HSPA2;0;0;0;0;0;0;0;0;0;0;0;0
BCAT1;0;0;0;0;0;0;0;0;0;0;0;0
NUP107;0;0;0;0;0;0;0;0;0;0;0;0
RAC3;0;0;0;0;0;0;0;0;0;0;0;0
UBE2N;0;0;0;0;0;0;0;0;0;0;0;0
B2M;0;0;0;0;0;0;0;1;0;0;0;0
SUMO2;0;0;0;0;0;0;0;0;0;0;0;0
UBA52;0;0;0;0;0;0;0;0;0;0;0;0
ACTA1;0;0;0;0;0;1;1;0;0;0;0;0
IDI1;0;0;0;0;0;0;0;0;0;0;0;0
TJAP1;0;0;0;0;0;0;0;0;0;0;0;0
ZNF318;0;0;0;0;0;0;0;0;0;0;0;0
WAPAL;0;0;0;0;0;0;0;0;0;0;0;0
PARG;0;0;0;0;0;0;0;0;0;0;0;0
CEP97;0;0;0;0;0;0;0;0;0;0;0;0
CCNYL1;0;0;0;0;0;0;0;0;0;0;0;0
NHLRC2;0;0;0;0;0;0;0;0;0;0;0;0
NUP35;0;0;0;0;0;0;0;0;0;0;0;0
CHAC2;0;0;0;0;0;0;0;0;0;0;0;0
DNAJC9;0;0;0;0;0;0;0;0;0;0;0;0
KIFAP3;0;0;0;0;0;0;0;0;0;0;0;0
ADCK4;0;0;0;0;0;0;0;0;0;0;0;0
GSDMA;0;0;0;0;0;0;0;0;0;0;0;0
MAPKAP1;0;0;0;0;0;0;0;0;0;0;0;0
DDX50;0;0;0;0;0;0;0;0;0;0;0;0
MMTAG2;0;0;0;0;0;0;0;0;0;0;0;0
YTHDF1;0;0;0;0;0;0;0;0;0;0;0;0
GTPBP4;0;0;0;0;0;0;0;0;0;0;0;0
AVEN;0;0;0;0;0;0;0;0;0;0;0;0
KIF15;0;0;0;0;0;0;0;0;0;0;0;0
TRMT1;0;0;0;0;0;0;0;0;0;0;0;0
CALCOCO1;0;0;0;0;0;0;0;0;0;0;0;0
SEC63;0;0;0;0;0;0;0;0;0;0;0;0
AKAP11;0;0;0;0;0;0;0;0;0;0;0;0
PRKAB1;0;0;0;0;0;0;0;0;0;0;0;0
TRAF6;0;0;0;0;0;0;0;0;0;0;0;0
TCEB3;0;0;0;0;0;0;0;0;0;0;0;0
CBWD1;0;0;0;0;0;0;0;0;0;0;0;0
POLD2;0;0;0;0;0;0;0;0;0;0;0;0
RBM15;0;0;0;0;0;0;0;0;0;0;0;0
SEMA6A;0;0;0;0;0;0;0;0;0;0;0;0
SRSF7;0;0;0;0;0;0;0;0;0;0;0;0
PUF60;0;0;0;0;0;0;0;0;0;0;0;0
SH3D19;0;0;0;0;0;0;0;0;0;0;0;0
KIAA0101;0;0;0;0;0;0;0;0;0;0;0;0
GATAD2B;0;0;0;0;0;0;0;0;0;0;0;0
UBE3A;0;0;0;0;0;0;0;0;0;0;0;0
VPS37C;0;0;0;0;0;0;0;0;0;0;0;0
PIGK;0;0;0;0;0;0;0;0;0;0;0;0
DYNLRB1;0;0;0;0;0;0;0;0;0;0;0;0
SLC12A6;0;0;0;0;0;0;0;0;0;0;0;0
ATL2;0;0;0;0;0;0;0;0;0;0;0;0
SMAD2;0;0;0;0;0;0;0;0;0;0;0;0
RANBP3;0;0;0;0;0;0;0;0;0;0;0;0
SUMO1;0;0;0;0;0;0;0;0;0;0;0;0
PCYT1A;0;0;0;0;0;0;0;0;0;0;0;0
COPS4;0;0;0;0;0;0;0;0;0;0;0;0
DTNB;0;0;0;0;0;0;0;0;0;0;0;0
ALYREF;0;0;0;0;0;0;0;0;0;0;0;0
FUBP1;0;0;0;0;0;0;0;0;0;0;0;0
CDCA2;0;0;0;0;0;0;0;0;0;0;0;0
DLD;0;0;0;0;0;0;0;0;0;0;0;0
FAM98A;0;0;0;0;0;0;0;0;0;0;0;0
SUN1;0;0;0;0;0;0;0;0;0;0;0;0
UBTF;0;0;0;0;0;0;0;0;0;0;0;0
NOS1AP;0;0;0;0;0;0;0;0;0;0;0;0
NR2F1;0;0;0;0;0;0;0;0;0;0;0;0
KIAA1211;0;0;0;0;0;0;0;0;0;0;0;0
PDE12;0;0;0;0;0;0;0;0;0;0;0;0
AK2;0;0;0;0;0;0;0;0;0;0;0;0
PPP1CC;0;0;0;0;0;0;0;0;0;0;0;0
SPECC1L-ADORA2A;0;0;0;0;0;0;0;0;0;0;0;0
AMPD2;0;0;0;0;0;0;0;0;0;0;0;0
PHF8;0;0;0;0;0;0;0;0;0;0;0;0
TMA16;0;0;0;0;0;0;0;0;0;0;0;0
RNF40;0;0;0;0;0;0;0;0;0;0;0;0
HAGH;0;0;0;0;0;0;0;0;0;0;0;0
NTHL1;0;0;0;0;0;0;0;0;0;0;0;0
PMM2;0;0;0;0;0;0;0;0;0;0;0;0
CPVL;0;0;0;0;0;0;0;0;0;0;0;0
NEURL4;0;0;0;0;0;0;0;0;0;0;0;0
SMG1;0;0;0;0;0;0;0;0;0;0;0;0
CUL4B;0;0;0;0;0;0;0;0;0;0;0;0
MBD3;0;0;0;0;0;0;0;0;0;0;0;0
PLEKHF1;0;0;0;0;0;0;0;0;0;0;0;0
ZC3H4;0;0;0;0;0;0;0;0;0;0;0;0
DFFA;0;0;0;0;0;0;0;0;0;0;0;0
PIK3C2A;0;0;0;0;0;0;0;0;0;0;0;0
PDXK;0;0;0;0;0;0;0;0;0;0;0;0
PPAP2B;0;0;0;0;0;0;0;0;0;0;0;0
TNFRSF10B;0;0;0;0;0;0;0;0;0;0;0;0
KHNYN;0;0;0;0;0;0;0;0;0;0;0;0
KIF3B;0;0;0;0;0;0;0;0;0;0;0;0
ARHGEF11;0;0;0;0;0;0;0;0;0;0;0;0
LSM1;0;0;0;0;0;0;0;0;0;0;0;0
RNMT;0;0;0;0;0;0;0;0;0;0;0;0
PJA2;0;0;0;0;0;0;0;0;0;0;0;0
CCP110;0;0;0;0;0;0;0;0;0;0;0;0
PRPF3;0;0;0;0;0;0;0;0;0;0;0;0
SIPA1L3;0;0;0;0;0;0;0;0;0;0;0;0
PLIN3;0;0;0;0;0;0;0;0;0;0;0;0
ATP6V1G1;0;0;0;0;0;0;0;0;0;0;0;0
NPM3;0;0;0;0;0;0;0;0;0;0;0;0
UBR5;0;0;0;0;0;0;0;0;0;0;0;0
RTN3;0;0;0;0;0;0;0;0;0;0;0;0
TXNDC12;0;0;0;0;0;0;0;0;0;0;0;0
ACTL6A;0;0;0;0;0;0;0;0;0;0;0;0
GOT2;0;0;0;0;0;0;0;0;0;0;0;0
ETFA;0;0;0;0;0;0;0;0;0;0;0;0
GYS1;0;0;0;0;0;0;0;0;0;0;0;0
HMGA1;0;0;0;0;0;0;0;0;0;0;0;0
COMT;0;0;0;0;0;0;0;0;0;0;0;0
ADRBK1;0;0;0;0;0;0;0;0;0;0;0;0
AZGP1;0;0;0;0;0;0;0;0;0;0;0;0
DDX6;0;0;0;0;0;0;0;0;0;0;0;0
PSMA5;0;0;0;0;0;0;0;0;0;0;0;0
ADD2;0;0;0;0;0;0;0;0;0;0;0;0
ARL3;0;0;0;0;0;0;0;0;0;0;0;0
TALDO1;0;0;0;0;0;0;0;0;0;0;0;0
NCAPD3;0;0;0;0;0;0;0;0;0;0;0;0
RGS7;0;0;0;0;0;0;0;0;0;0;0;0
BID;0;0;0;0;0;0;0;0;0;0;0;0
AP1S2;0;0;0;0;0;0;0;0;0;0;0;0
MTPN;0;0;0;0;0;0;0;0;0;0;0;0
RPL26;0;0;0;0;0;0;0;0;0;0;0;0
UFM1;0;0;0;0;0;0;0;0;0;0;0;0
SKP1;0;0;0;0;0;0;0;0;0;0;0;0
PAFAH1B2;0;0;0;0;0;0;0;0;0;0;0;0
ARF5;0;0;0;0;0;0;0;0;0;0;0;0
CDK6;0;0;0;0;0;0;0;0;0;0;0;0
C1QBP;0;0;0;0;0;0;0;0;0;0;0;0
FCHO2;0;0;0;0;0;0;0;0;0;0;0;0
STX5;0;0;0;0;0;0;0;0;0;0;0;0
PKP1;0;0;0;0;0;0;0;0;0;0;0;0
RASA3;0;0;0;0;0;0;0;0;0;0;0;0
NAA30;0;0;0;0;0;0;0;0;0;0;0;0
ZNF638;0;0;0;0;0;0;0;0;0;0;0;0
EEA1;0;0;0;0;0;0;0;0;0;0;0;0
NDUFA5;0;0;0;0;0;0;0;0;0;0;0;0
PCK2;0;0;0;0;0;0;0;0;0;0;0;0
QRICH1;0;0;0;0;0;0;0;0;0;0;0;0
FAM98B;0;0;0;0;0;0;0;0;0;0;0;0
PDCD4;0;0;0;0;0;0;0;0;0;0;0;0
MOV10;0;0;0;0;0;0;0;0;0;0;0;0
NOL9;0;0;0;0;0;0;0;0;0;0;0;0
FLAD1;0;0;0;0;0;0;0;0;0;0;0;0
XPNPEP1;0;0;0;0;0;0;0;0;0;0;0;0
